gene	category	row_splits
AT1G47230.TAIR10	train	train
AT1G47240.TAIR10	train	train
AT1G47250.TAIR10	train	train
AT1G47260.TAIR10	train	train
AT1G47265.TAIR10	train	train
AT1G47270.TAIR10	train	train
AT1G47271.TAIR10	train	train
AT1G47278.TAIR10	train	train
AT1G47280.TAIR10	test	test
AT1G47290.TAIR10	train	test,train
AT1G47300.TAIR10	train	train
AT1G47310.TAIR10	train	train
AT1G47317.TAIR10	train	train
AT1G47330.TAIR10	test	test
AT1G47340.TAIR10	train	train
AT1G47350.TAIR10	train	train
AT1G47370.TAIR10	validation	validation
AT1G47380.TAIR10	train	train
AT1G47389.TAIR10	train	train
AT1G47390.TAIR10	train	train
AT1G47395.TAIR10	train	train
AT1G47400.TAIR10	train	train
AT1G47410.TAIR10	train	train,validation
AT1G47420.TAIR10	train	train
AT1G47450.TAIR10	train	train
AT1G47470.TAIR10	test	test
AT1G47480.TAIR10	test	test
AT1G47485.TAIR10	train	train
AT1G47490.TAIR10	train	train,validation
AT1G47495.TAIR10	train	train
AT1G47497.TAIR10	train	test,train
AT1G47500.TAIR10	train	train
AT1G47510.TAIR10	train	test,train
AT1G47530.TAIR10	train	train
AT1G47540.TAIR10	train	train
AT1G47550.TAIR10	train	train,validation
AT1G47560.TAIR10	test	test
AT1G47570.TAIR10	train	train,validation
AT1G47578.TAIR10	validation	validation
AT1G47580.TAIR10	train	train
AT1G47600.TAIR10	train	train
AT1G47603.TAIR10	train	train
AT1G47610.TAIR10	train	train
AT1G47620.TAIR10	train	train
AT1G47640.TAIR10	train	train
AT1G47655.TAIR10	train	train
AT1G47660.TAIR10	train	train
AT1G47670.TAIR10	train	train
AT1G47680.TAIR10	train	train
AT1G47690.TAIR10	train	train
AT1G47700.TAIR10	train	train
AT1G47710.TAIR10	test	test
AT1G47720.TAIR10	train	train
AT1G47730.TAIR10	train	train
AT1G47740.TAIR10	train	train
AT1G47750.TAIR10	train	train
AT1G47760.TAIR10	test	test
AT1G47765.TAIR10	validation	validation
AT1G47770.TAIR10	train	train
AT1G47780.TAIR10	train	train
AT1G47786.TAIR10	train	train
AT1G47790.TAIR10	validation	validation
AT1G47800.TAIR10	train	train
AT1G47810.TAIR10	test	test
AT1G47813.TAIR10	train	train
AT1G47820.TAIR10	train	test,train
AT1G47830.TAIR10	test	test
AT1G47840.TAIR10	train	train
AT1G47870.TAIR10	train	test,train
AT1G47885.TAIR10	train	train
AT1G47890.TAIR10	train	train
AT1G47900.TAIR10	train	test,train
AT1G47915.TAIR10	train	train
AT1G47920.TAIR10	train	train
AT1G47940.TAIR10	train	train
AT1G47946.TAIR10	train	train
AT1G47960.TAIR10	train	train
AT1G47970.TAIR10	train	train
AT1G47980.TAIR10	train	train
AT1G47990.TAIR10	train	train
AT1G48000.TAIR10	train	train
AT1G48010.TAIR10	train	train
AT1G48020.TAIR10	test	test
AT1G48030.TAIR10	train	train
AT1G48040.TAIR10	train	train
AT1G48050.TAIR10	train	train
AT1G48060.TAIR10	train	train
AT1G48070.TAIR10	train	train
AT1G48090.TAIR10	validation	validation
AT1G48095.TAIR10	train	train
AT1G48100.TAIR10	train	train
AT1G48110.TAIR10	train	train
AT1G48120.TAIR10	train	train
AT1G48130.TAIR10	train	train
AT1G48140.TAIR10	train	train,validation
AT1G48145.TAIR10	train	train
AT1G48150.TAIR10	train	train
AT1G48160.TAIR10	train	train
AT1G48170.TAIR10	train	train
AT1G48175.TAIR10	train	train
AT1G48180.TAIR10	train	train
AT1G48190.TAIR10	train	train
AT1G48195.TAIR10	train	train
AT1G48200.TAIR10	train	train
AT1G48210.TAIR10	train	train,validation
AT1G48220.TAIR10	validation	validation
AT1G48230.TAIR10	test	test
AT1G48240.TAIR10	train	train
AT1G48260.TAIR10	test	test
AT1G48270.TAIR10	train	train
AT1G48280.TAIR10	train	train
AT1G48300.TAIR10	train	train
AT1G48310.TAIR10	train	train
AT1G48320.TAIR10	train	train
AT1G48325.TAIR10	validation	validation
AT1G48330.TAIR10	validation	validation
AT1G48350.TAIR10	train	train
AT1G48360.TAIR10	train	train,validation
AT1G48370.TAIR10	train	train
AT1G48380.TAIR10	train	train
AT1G48390.TAIR10	train	train
AT1G48400.TAIR10	train	train
AT1G48405.TAIR10	train	train
AT1G48410.TAIR10	validation	test,validation
AT1G48420.TAIR10	train	train
AT1G48430.TAIR10	train	train
AT1G48440.TAIR10	train	train
AT1G48450.TAIR10	train	train
AT1G48460.TAIR10	train	train
AT1G48470.TAIR10	train	train
AT1G48480.TAIR10	train	train
AT1G48490.TAIR10	train	train
AT1G48500.TAIR10	train	train
AT1G48510.TAIR10	train	train
AT1G48520.TAIR10	train	train,validation
AT1G48530.TAIR10	train	train
AT1G48540.TAIR10	train	train,validation
AT1G48550.TAIR10	train	train
AT1G48560.TAIR10	validation	test,validation
AT1G48570.TAIR10	train	train
AT1G48580.TAIR10	train	train
AT1G48590.TAIR10	train	train
AT1G48598.TAIR10	train	train
AT1G48600.TAIR10	train	test,train
AT1G48605.TAIR10	train	train
AT1G48610.TAIR10	train	test,train
AT1G48620.TAIR10	train	train
AT1G48630.TAIR10	train	train
AT1G48635.TAIR10	train	train
AT1G48640.TAIR10	train	train
AT1G48650.TAIR10	train	test,train
AT1G48660.TAIR10	train	train
AT1G48670.TAIR10	train	train
AT1G48690.TAIR10	train	train
AT1G48700.TAIR10	test	test
AT1G48720.TAIR10	test	test
AT1G48730.TAIR10	train	train
AT1G48740.TAIR10	train	train
AT1G48745.TAIR10	train	train
AT1G48750.TAIR10	train	train
AT1G48760.TAIR10	train	train
AT1G48770.TAIR10	train	train
AT1G48780.TAIR10	train	train
AT1G48790.TAIR10	test	test
AT1G48800.TAIR10	train	train
AT1G48820.TAIR10	train	train
AT1G48830.TAIR10	train	train
AT1G48840.TAIR10	train	train
AT1G48850.TAIR10	train	train,validation
AT1G48860.TAIR10	train	train
AT1G48870.TAIR10	train	train
AT1G48880.TAIR10	train	train
AT1G48900.TAIR10	train	train
AT1G48910.TAIR10	train	train
AT1G48912.TAIR10	test	test
AT1G48920.TAIR10	test	test
AT1G48930.TAIR10	train	train
AT1G48940.TAIR10	train	train
AT1G48950.TAIR10	train	train
AT1G48953.TAIR10	train	train
AT1G48960.TAIR10	train	train
AT1G48970.TAIR10	train	train
AT1G48980.TAIR10	train	test,train
AT1G48990.TAIR10	train	train
AT1G49000.TAIR10	train	train
AT1G49005.TAIR10	validation	validation
AT1G49010.TAIR10	train	train
AT1G49015.TAIR10	train	train
AT1G49030.TAIR10	train	train
AT1G49032.TAIR10	train	train
AT1G49040.TAIR10	train	test,train
AT1G49050.TAIR10	train	train
AT1G49100.TAIR10	train	train
AT1G49110.TAIR10	validation	validation
AT1G49120.TAIR10	train	train
AT1G49130.TAIR10	train	test,train
AT1G49140.TAIR10	train	train
AT1G49150.TAIR10	train	train
AT1G49160.TAIR10	train	test,train
AT1G49170.TAIR10	train	train
AT1G49180.TAIR10	train	train
AT1G49190.TAIR10	train	test,train
AT1G49200.TAIR10	train	train
AT1G49210.TAIR10	train	train
AT1G49220.TAIR10	test	test
AT1G49230.TAIR10	train	train
AT1G49240.TAIR10	train	train
AT1G49245.TAIR10	train	train
AT1G49250.TAIR10	train	train
AT1G49260.TAIR10	train	train
AT1G49270.TAIR10	validation	validation
AT1G49290.TAIR10	train	train
AT1G49300.TAIR10	train	train,validation
AT1G49310.TAIR10	train	train
AT1G49320.TAIR10	test	test
AT1G49330.TAIR10	train	train
AT1G49340.TAIR10	train	train
AT1G49350.TAIR10	test	test
AT1G49360.TAIR10	train	train
AT1G49380.TAIR10	train	train
AT1G49390.TAIR10	train	train
AT1G49400.TAIR10	test	test
AT1G49405.TAIR10	train	train
AT1G49410.TAIR10	train	train
AT1G49420.TAIR10	train	train
AT1G49430.TAIR10	train	train
AT1G49435.TAIR10	train	train
AT1G49450.TAIR10	train	train
AT1G49470.TAIR10	train	train
AT1G49475.TAIR10	train	train
AT1G49480.TAIR10	test	test
AT1G49490.TAIR10	train	train
AT1G49500.TAIR10	train	train
AT1G49510.TAIR10	validation	validation
AT1G49520.TAIR10	train	train
AT1G49530.TAIR10	validation	validation
AT1G49540.TAIR10	train	test,train
AT1G49560.TAIR10	train	train
AT1G49570.TAIR10	train	train
AT1G49580.TAIR10	train	train
AT1G49590.TAIR10	train	train
AT1G49600.TAIR10	train	train
AT1G49610.TAIR10	train	train
AT1G49620.TAIR10	test	test
AT1G49630.TAIR10	train	train
AT1G49640.TAIR10	train	train
AT1G49650.TAIR10	train	train
AT1G49660.TAIR10	validation	validation
AT1G49670.TAIR10	train	train,validation
AT1G49680.TAIR10	validation	validation
AT1G49700.TAIR10	train	train,validation
AT1G49710.TAIR10	validation	validation
AT1G49715.TAIR10	test	test
AT1G49720.TAIR10	train	train
AT1G49730.TAIR10	train	train
AT1G49740.TAIR10	train	train
AT1G49750.TAIR10	test	test
AT1G49760.TAIR10	train	train
AT1G49770.TAIR10	train	train
AT1G49780.TAIR10	train	train
AT1G49790.TAIR10	train	test,train
AT1G49800.TAIR10	train	train
AT1G49810.TAIR10	train	train
AT1G49820.TAIR10	train	train
AT1G49830.TAIR10	train	train
AT1G49840.TAIR10	validation	validation
AT1G49850.TAIR10	train	train
AT1G49860.TAIR10	train	train
AT1G49870.TAIR10	train	test,train
AT1G49880.TAIR10	train	train
AT1G49890.TAIR10	train	train
AT1G49900.TAIR10	train	train
AT1G49910.TAIR10	train	train
AT1G49920.TAIR10	test	test
AT1G49930.TAIR10	train	train
AT1G49938.TAIR10	validation	validation
AT1G49940.TAIR10	train	train
AT1G49950.TAIR10	train	train,validation
AT1G49960.TAIR10	train	train
AT1G49970.TAIR10	test	test
AT1G49975.TAIR10	train	train
AT1G49980.TAIR10	train	train
AT1G49990.TAIR10	train	train
AT1G50000.TAIR10	train	train
AT1G50010.TAIR10	validation	validation
AT1G50020.TAIR10	train	train
AT1G50030.TAIR10	train	test,train
AT1G50040.TAIR10	train	train
AT1G50050.TAIR10	validation	validation
AT1G50060.TAIR10	train	train
AT1G50080.TAIR10	train	train
AT1G50090.TAIR10	train	train
AT1G50110.TAIR10	test	test
AT1G50120.TAIR10	train	train
AT1G50140.TAIR10	train	train
AT1G50160.TAIR10	train	train
AT1G50170.TAIR10	train	train
AT1G50180.TAIR10	train	train
AT1G50190.TAIR10	train	train
AT1G50200.TAIR10	train	train
AT1G50220.TAIR10	test	test
AT1G50240.TAIR10	train	train
AT1G50250.TAIR10	train	train
AT1G50260.TAIR10	train	train
AT1G50270.TAIR10	train	train
AT1G50280.TAIR10	train	train
AT1G50290.TAIR10	train	train
AT1G50300.TAIR10	train	train
AT1G50310.TAIR10	train	train
AT1G50320.TAIR10	train	train
AT1G50325.TAIR10	train	train
AT1G50340.TAIR10	train	train
AT1G50350.TAIR10	train	train
AT1G50360.TAIR10	train	train
AT1G50370.TAIR10	test	test
AT1G50380.TAIR10	train	train
AT1G50390.TAIR10	train	train
AT1G50400.TAIR10	train	train
AT1G50410.TAIR10	test	test
AT1G50420.TAIR10	train	train
AT1G50430.TAIR10	train	train
AT1G50440.TAIR10	train	train
AT1G50450.TAIR10	train	train
AT1G50460.TAIR10	test	test
AT1G50470.TAIR10	train	train
AT1G50480.TAIR10	validation	validation
AT1G50490.TAIR10	validation	validation
AT1G50500.TAIR10	train	train,validation
AT1G50510.TAIR10	train	train
AT1G50520.TAIR10	train	train
AT1G50530.TAIR10	train	train
AT1G50560.TAIR10	train	train
AT1G50570.TAIR10	train	train
AT1G50575.TAIR10	train	train
AT1G50580.TAIR10	train	train
AT1G50590.TAIR10	train	train
AT1G50600.TAIR10	train	train
AT1G50603.TAIR10	train	train
AT1G50610.TAIR10	train	train
AT1G50620.TAIR10	train	train
AT1G50630.TAIR10	train	test,train
AT1G50640.TAIR10	test	test
AT1G50650.TAIR10	train	train
AT1G50660.TAIR10	train	train
AT1G50670.TAIR10	train	train
AT1G50680.TAIR10	test	test
AT1G50690.TAIR10	train	train
AT1G50691.TAIR10	train	train
AT1G50700.TAIR10	train	train
AT1G50710.TAIR10	train	train
AT1G50720.TAIR10	train	train
AT1G50730.TAIR10	train	train
AT1G50732.TAIR10	train	train
AT1G50740.TAIR10	train	train
AT1G50750.TAIR10	train	train
AT1G50760.TAIR10	validation	validation
AT1G50770.TAIR10	train	train
AT1G50780.TAIR10	train	train
AT1G50790.TAIR10	train	train
AT1G50800.TAIR10	train	train
AT1G50820.TAIR10	train	train
AT1G50830.TAIR10	train	train
AT1G50840.TAIR10	train	train
AT1G50870.TAIR10	validation	validation
AT1G50880.TAIR10	train	train
AT1G50890.TAIR10	train	train
AT1G50900.TAIR10	validation	validation
AT1G50910.TAIR10	test	test
AT1G50920.TAIR10	validation	validation
AT1G50930.TAIR10	test	test
AT1G50940.TAIR10	train	train
AT1G50950.TAIR10	train	train
AT1G50954.TAIR10	train	train
AT1G50960.TAIR10	train	train
AT1G50970.TAIR10	validation	validation
AT1G50980.TAIR10	train	train
AT1G50990.TAIR10	test	test
AT1G51000.TAIR10	validation	validation
AT1G51010.TAIR10	train	train
AT1G51020.TAIR10	train	train
AT1G51030.TAIR10	test	test
AT1G51035.TAIR10	train	train
AT1G51040.TAIR10	train	train
AT1G51055.TAIR10	train	train
AT1G51060.TAIR10	train	train
AT1G51070.TAIR10	train	test,train
AT1G51080.TAIR10	train	train
AT1G51090.TAIR10	test	test
AT1G51100.TAIR10	train	train
AT1G51110.TAIR10	train	train
AT1G51120.TAIR10	train	train
AT1G51130.TAIR10	train	train
AT1G51140.TAIR10	train	train
AT1G51150.TAIR10	train	train
AT1G51160.TAIR10	train	test,train
AT1G51170.TAIR10	train	train
AT1G51172.TAIR10	train	train
AT1G51190.TAIR10	train	train
AT1G51200.TAIR10	train	train
AT1G51210.TAIR10	validation	validation
AT1G51220.TAIR10	train	train
AT1G51230.TAIR10	validation	validation
AT1G51240.TAIR10	train	train
AT1G51250.TAIR10	train	train
AT1G51260.TAIR10	validation	validation
AT1G51270.TAIR10	train	train,validation
AT1G51290.TAIR10	test	test
AT1G51300.TAIR10	train	train
AT1G51310.TAIR10	train	train
AT1G51320.TAIR10	train	train
AT1G51330.TAIR10	train	train
AT1G51340.TAIR10	train	train
AT1G51350.TAIR10	train	train
AT1G51355.TAIR10	train	train
AT1G51360.TAIR10	train	train
AT1G51370.TAIR10	train	train
AT1G51380.TAIR10	test	test
AT1G51390.TAIR10	train	train
AT1G51400.TAIR10	train	train
AT1G51402.TAIR10	train	train
AT1G51405.TAIR10	train	train
AT1G51410.TAIR10	train	train
AT1G51420.TAIR10	test	test
AT1G51430.TAIR10	train	train
AT1G51440.TAIR10	train	train
AT1G51450.TAIR10	train	train
AT1G51460.TAIR10	train	train
AT1G51470.TAIR10	train	train
AT1G51480.TAIR10	train	train
AT1G51490.TAIR10	validation	validation
AT1G51500.TAIR10	train	train
AT1G51510.TAIR10	test	test
AT1G51520.TAIR10	train	train
AT1G51530.TAIR10	train	train
AT1G51538.TAIR10	validation	validation
AT1G51540.TAIR10	train	train
AT1G51550.TAIR10	train	train
AT1G51560.TAIR10	train	train
AT1G51570.TAIR10	train	train
AT1G51580.TAIR10	test	test
AT1G51590.TAIR10	train	train
AT1G51600.TAIR10	train	train
AT1G51610.TAIR10	train	train
AT1G51620.TAIR10	train	train
AT1G51630.TAIR10	train	train
AT1G51640.TAIR10	train	train
AT1G51650.TAIR10	train	train
AT1G51660.TAIR10	validation	validation
AT1G51670.TAIR10	test	test
AT1G51680.TAIR10	train	train,validation
AT1G51690.TAIR10	train	train,validation
AT1G51700.TAIR10	train	train
AT1G51710.TAIR10	train	test,train
AT1G51720.TAIR10	train	train
AT1G51730.TAIR10	test	test
AT1G51740.TAIR10	test	test
AT1G51745.TAIR10	train	test,train
AT1G51760.TAIR10	test	test
AT1G51770.TAIR10	train	train
AT1G51780.TAIR10	test	test
AT1G51790.TAIR10	train	train
AT1G51800.TAIR10	train	train
AT1G51805.TAIR10	train	train
AT1G51810.TAIR10	train	train
AT1G51820.TAIR10	validation	validation
AT1G51823.TAIR10	test	test
AT1G51830.TAIR10	train	train
AT1G51840.TAIR10	train	train
AT1G51850.TAIR10	train	train
AT1G51860.TAIR10	test	test
AT1G51870.TAIR10	train	train
AT1G51880.TAIR10	train	train
AT1G51890.TAIR10	train	test,train
AT1G51900.TAIR10	train	train
AT1G51910.TAIR10	train	train
AT1G51913.TAIR10	train	train
AT1G51915.TAIR10	train	train
AT1G51920.TAIR10	validation	validation
AT1G51930.TAIR10	train	train
AT1G51940.TAIR10	train	train
AT1G51950.TAIR10	train	train
AT1G51960.TAIR10	train	train
AT1G51965.TAIR10	train	train
AT1G51970.TAIR10	train	train
AT1G51980.TAIR10	train	test,train
AT1G51990.TAIR10	validation	test,validation
AT1G52000.TAIR10	train	train
AT1G52030.TAIR10	test	test
AT1G52040.TAIR10	train	train
AT1G52050.TAIR10	validation	validation
AT1G52060.TAIR10	train	train
AT1G52070.TAIR10	train	train
AT1G52080.TAIR10	train	train
AT1G52100.TAIR10	train	train
AT1G52110.TAIR10	train	train
AT1G52120.TAIR10	train	train
AT1G52130.TAIR10	train	train
AT1G52140.TAIR10	train	train
AT1G52150.TAIR10	train	train
AT1G52155.TAIR10	train	train
AT1G52160.TAIR10	train	train
AT1G52180.TAIR10	train	train
AT1G52190.TAIR10	test	test
AT1G52191.TAIR10	train	train
AT1G52200.TAIR10	train	train
AT1G52220.TAIR10	train	test,train
AT1G52230.TAIR10	validation	validation
AT1G52240.TAIR10	train	train
AT1G52260.TAIR10	train	train
AT1G52270.TAIR10	train	train
AT1G52280.TAIR10	train	train
AT1G52290.TAIR10	train	train
AT1G52300.TAIR10	train	train
AT1G52310.TAIR10	validation	validation
AT1G52315.TAIR10	train	train
AT1G52320.TAIR10	test	test
AT1G52325.TAIR10	train	train
AT1G52330.TAIR10	train	train
AT1G52340.TAIR10	train	train
AT1G52342.TAIR10	test	test
AT1G52343.TAIR10	test	test
AT1G52360.TAIR10	train	train
AT1G52370.TAIR10	train	test,train
AT1G52380.TAIR10	train	train
AT1G52390.TAIR10	train	train
AT1G52400.TAIR10	train	train
AT1G52410.TAIR10	train	train
AT1G52420.TAIR10	train	train
AT1G52430.TAIR10	train	train
AT1G52440.TAIR10	train	train
AT1G52450.TAIR10	train	train
AT1G52460.TAIR10	train	train
AT1G52470.TAIR10	train	train,validation
AT1G52490.TAIR10	validation	validation
AT1G52500.TAIR10	train	test,train
AT1G52510.TAIR10	train	train
AT1G52520.TAIR10	train	train
AT1G52530.TAIR10	train	train
AT1G52540.TAIR10	train	train
AT1G52550.TAIR10	train	train
AT1G52560.TAIR10	train	test,train
AT1G52565.TAIR10	test	test
AT1G52570.TAIR10	train	train
AT1G52580.TAIR10	train	train
AT1G52590.TAIR10	train	train
AT1G52600.TAIR10	train	train
AT1G52618.TAIR10	validation	validation
AT1G52620.TAIR10	train	train
AT1G52630.TAIR10	train	train
AT1G52640.TAIR10	train	train
AT1G52650.TAIR10	validation	validation
AT1G52660.TAIR10	train	train
AT1G52670.TAIR10	train	train
AT1G52680.TAIR10	test	test
AT1G52690.TAIR10	train	train
AT1G52695.TAIR10	train	train
AT1G52700.TAIR10	validation	validation
AT1G52710.TAIR10	train	train
AT1G52720.TAIR10	train	train
AT1G52730.TAIR10	train	test,train
AT1G52740.TAIR10	train	train
AT1G52750.TAIR10	test	test
AT1G52760.TAIR10	train	train
AT1G52770.TAIR10	train	train
AT1G52780.TAIR10	train	train
AT1G52790.TAIR10	test	test
AT1G52800.TAIR10	train	train
AT1G52810.TAIR10	train	train
AT1G52820.TAIR10	test	test
AT1G52825.TAIR10	train	train
AT1G52827.TAIR10	train	train
AT1G52830.TAIR10	train	train
AT1G52855.TAIR10	train	train
AT1G52857.TAIR10	train	train
AT1G52870.TAIR10	train	train
AT1G52880.TAIR10	train	train
AT1G52890.TAIR10	validation	validation
AT1G52900.TAIR10	train	train
AT1G52905.TAIR10	train	train
AT1G52910.TAIR10	train	train
AT1G52920.TAIR10	train	train
AT1G52930.TAIR10	test	test
AT1G52940.TAIR10	train	train
AT1G52950.TAIR10	train	train
AT1G52970.TAIR10	train	train
AT1G52980.TAIR10	validation	validation
AT1G52990.TAIR10	train	train
AT1G53000.TAIR10	train	train
AT1G53010.TAIR10	train	train
AT1G53023.TAIR10	train	train
AT1G53025.TAIR10	test	test
AT1G53030.TAIR10	train	train
AT1G53035.TAIR10	train	train
AT1G53039.TAIR10	train	train
AT1G53040.TAIR10	train	test,train
AT1G53050.TAIR10	test	test
AT1G53060.TAIR10	test	test
AT1G53070.TAIR10	test	test
AT1G53080.TAIR10	test	test
AT1G53090.TAIR10	train	test,train
AT1G53100.TAIR10	test	test
AT1G53110.TAIR10	test	test
AT1G53120.TAIR10	train	train
AT1G53130.TAIR10	test	test
AT1G53140.TAIR10	train	train
AT1G53160.TAIR10	train	train,validation
AT1G53163.TAIR10	train	train
AT1G53165.TAIR10	train	train
AT1G53170.TAIR10	train	train
AT1G53180.TAIR10	train	train
AT1G53190.TAIR10	train	train
AT1G53200.TAIR10	train	train
AT1G53210.TAIR10	train	train
AT1G53230.TAIR10	train	train
AT1G53240.TAIR10	train	train
AT1G53250.TAIR10	train	train
AT1G53260.TAIR10	train	train
AT1G53265.TAIR10	validation	validation
AT1G53270.TAIR10	test	test
AT1G53280.TAIR10	train	train
AT1G53282.TAIR10	train	train
AT1G53285.TAIR10	train	train
AT1G53290.TAIR10	test	test
AT1G53300.TAIR10	train	train
AT1G53310.TAIR10	train	train
AT1G53320.TAIR10	train	train
AT1G53325.TAIR10	train	train
AT1G53330.TAIR10	validation	validation
AT1G53340.TAIR10	train	train
AT1G53345.TAIR10	train	train
AT1G53350.TAIR10	train	train
AT1G53360.TAIR10	train	train
AT1G53366.TAIR10	train	train
AT1G53370.TAIR10	train	train
AT1G53380.TAIR10	train	train
AT1G53390.TAIR10	train	train
AT1G53400.TAIR10	train	train
AT1G53420.TAIR10	train	train
AT1G53430.TAIR10	train	test,train
AT1G53440.TAIR10	train	train
AT1G53450.TAIR10	train	train,validation
AT1G53460.TAIR10	train	train
AT1G53470.TAIR10	train	train
AT1G53480.TAIR10	train	train
AT1G53490.TAIR10	train	train
AT1G53500.TAIR10	train	train
AT1G53510.TAIR10	train	train
AT1G53520.TAIR10	train	train
AT1G53530.TAIR10	train	train
AT1G53540.TAIR10	train	train
AT1G53541.TAIR10	validation	validation
AT1G53542.TAIR10	train	train
AT1G53543.TAIR10	test	test
AT1G53550.TAIR10	train	train
AT1G53560.TAIR10	train	train
AT1G53570.TAIR10	train	train
AT1G53580.TAIR10	train	train,validation
AT1G53590.TAIR10	train	train
AT1G53600.TAIR10	validation	validation
AT1G53610.TAIR10	train	train
AT1G53620.TAIR10	train	train
AT1G53625.TAIR10	train	train
AT1G53633.TAIR10	train	train
AT1G53635.TAIR10	train	train
AT1G53640.TAIR10	train	train
AT1G53645.TAIR10	train	train
AT1G53650.TAIR10	train	train,validation
AT1G53660.TAIR10	validation	validation
AT1G53670.TAIR10	train	train
AT1G53680.TAIR10	train	train
AT1G53690.TAIR10	train	train
AT1G53700.TAIR10	test	test
AT1G53705.TAIR10	validation	validation
AT1G53708.TAIR10	train	train
AT1G53710.TAIR10	train	train
AT1G53720.TAIR10	validation	validation
AT1G53730.TAIR10	train	train
AT1G53750.TAIR10	train	train
AT1G53760.TAIR10	train	test,train
AT1G53770.TAIR10	train	train
AT1G53780.TAIR10	train	train,validation
AT1G53785.TAIR10	train	train
AT1G53790.TAIR10	train	test,train
AT1G53800.TAIR10	train	test,train
AT1G53815.TAIR10	train	train
AT1G53820.TAIR10	train	train
AT1G53830.TAIR10	train	train
AT1G53840.TAIR10	train	train
AT1G53850.TAIR10	train	train
AT1G53860.TAIR10	train	train
AT1G53870.TAIR10	train	train
AT1G53880.TAIR10	train	train
AT1G53885.TAIR10	test	test
AT1G53887.TAIR10	train	train
AT1G53890.TAIR10	train	train
AT1G53900.TAIR10	validation	validation
AT1G53903.TAIR10	validation	validation
AT1G53910.TAIR10	train	train,validation
AT1G53920.TAIR10	train	train
AT1G53930.TAIR10	test	test
AT1G53935.TAIR10	train	train
AT1G53940.TAIR10	test	test
AT1G53950.TAIR10	test	test
AT1G53970.TAIR10	train	train
AT1G53980.TAIR10	train	train
AT1G53990.TAIR10	train	train
AT1G54000.TAIR10	train	train
AT1G54010.TAIR10	test	test
AT1G54020.TAIR10	train	train
AT1G54030.TAIR10	train	train
AT1G54040.TAIR10	train	train
AT1G54050.TAIR10	train	train
AT1G54060.TAIR10	train	train
AT1G54070.TAIR10	train	train
AT1G54080.TAIR10	train	train
AT1G54090.TAIR10	test	test
AT1G54095.TAIR10	train	train
AT1G54100.TAIR10	train	test,train
AT1G54110.TAIR10	train	train
AT1G54115.TAIR10	train	train
AT1G54120.TAIR10	train	train
AT1G54130.TAIR10	validation	validation
AT1G54140.TAIR10	validation	validation
AT1G54150.TAIR10	train	train
AT1G54160.TAIR10	train	train
AT1G54170.TAIR10	train	train
AT1G54180.TAIR10	train	test,train
AT1G54200.TAIR10	validation	validation
AT1G54210.TAIR10	train	train
AT1G54215.TAIR10	train	train
AT1G54217.TAIR10	train	train
AT1G54220.TAIR10	train	train,validation
AT1G54230.TAIR10	train	train
AT1G54240.TAIR10	train	train
AT1G54250.TAIR10	train	train
AT1G54260.TAIR10	test	test
AT1G54270.TAIR10	train	train
AT1G54280.TAIR10	train	train
AT1G54290.TAIR10	test	test
AT1G54300.TAIR10	train	train
AT1G54310.TAIR10	train	test,train
AT1G54320.TAIR10	train	train
AT1G54330.TAIR10	train	train
AT1G54340.TAIR10	train	train
AT1G54350.TAIR10	test	test
AT1G54370.TAIR10	train	train
AT1G54380.TAIR10	train	train
AT1G54385.TAIR10	train	train,validation
AT1G54390.TAIR10	train	train
AT1G54400.TAIR10	train	train
AT1G54410.TAIR10	train	train
AT1G54420.TAIR10	train	train
AT1G54440.TAIR10	train	test,train
AT1G54445.TAIR10	train	train
AT1G54450.TAIR10	train	train
AT1G54460.TAIR10	test	test
AT1G54470.TAIR10	train	train
AT1G54490.TAIR10	train	train
AT1G54500.TAIR10	train	train
AT1G54510.TAIR10	train	train
AT1G54520.TAIR10	train	train
AT1G54530.TAIR10	test	test
AT1G54540.TAIR10	train	train
AT1G54550.TAIR10	test	test
AT1G54560.TAIR10	test	test
AT1G54570.TAIR10	train	train
AT1G54575.TAIR10	train	train
AT1G54580.TAIR10	train	train
AT1G54590.TAIR10	validation	validation
AT1G54610.TAIR10	train	train
AT1G54620.TAIR10	train	train
AT1G54630.TAIR10	train	train
AT1G54640.TAIR10	validation	validation
AT1G54650.TAIR10	validation	test,validation
AT1G54680.TAIR10	train	train
AT1G54690.TAIR10	train	train
AT1G54700.TAIR10	validation	validation
AT1G54710.TAIR10	train	train
AT1G54720.TAIR10	train	train
AT1G54730.TAIR10	train	train
AT1G54740.TAIR10	train	train
AT1G54760.TAIR10	validation	validation
AT1G54770.TAIR10	train	train
AT1G54775.TAIR10	train	train
AT1G54780.TAIR10	train	train
AT1G54790.TAIR10	train	train
AT1G54820.TAIR10	test	test
AT1G54830.TAIR10	validation	test,validation
AT1G54840.TAIR10	train	train
AT1G54850.TAIR10	train	train
AT1G54860.TAIR10	train	train
AT1G54870.TAIR10	train	train
AT1G54880.TAIR10	test	test
AT1G54890.TAIR10	train	train
AT1G54920.TAIR10	train	test,train
AT1G54930.TAIR10	train	train
AT1G54940.TAIR10	test	test
AT1G54950.TAIR10	validation	validation
AT1G54960.TAIR10	train	train
AT1G54970.TAIR10	test	test
AT1G54980.TAIR10	train	train
AT1G54990.TAIR10	train	train
AT1G55000.TAIR10	train	test,train
AT1G55010.TAIR10	train	train
