locus	category	additions	additions_matching_TAIR10_alt
AT1G48100	train	0	0
AT1G48110	train	0	0
AT1G48120	train	0	0
AT1G48130	train	0	0
AT1G48140	train	1	0
AT1G48145	train	0	0
AT1G48150	train	0	0
AT1G48160	train	0	0
AT1G48170	train	0	0
AT1G48175	train	0	0
AT1G48180	train	0	0
AT1G48190	train	0	0
AT1G48195	train	0	0
AT1G48200	train	0	0
AT1G48210	train	0	0
AT1G48220	validation	0	0
AT1G48230	test	0	0
AT1G48240	train	0	0
AT1G48260	test	0	0
AT1G48270	train	0	0
AT1G48280	train	0	0
AT1G48300	train	0	0
AT1G48310	train	0	0
AT1G48320	train	0	0
AT1G48325	validation	0	0
AT1G48330	validation	0	0
AT1G48350	train	0	0
AT1G48360	train	0	0
AT1G48370	train	0	0
AT1G48380	train	0	0
AT1G48390	train	0	0
AT1G48400	train	0	0
AT1G48405	train	0	0
AT1G48410	validation	0	0
AT1G48420	train	0	0
AT1G48430	train	0	0
AT1G48440	train	0	0
AT1G48450	train	1	0
AT1G48460	train	0	0
AT1G48470	train	0	0
AT1G48480	train	0	0
AT1G48490	train	0	0
AT1G48500	train	0	0
AT1G48510	train	1	0
AT1G48520	train	0	0
AT1G48530	train	0	0
AT1G48540	train	1	0
AT1G48550	train	0	0
AT1G48560	validation	1	0
AT1G48570	train	0	0
AT1G48580	train	0	0
AT1G48590	train	0	0
AT1G48598	train	0	0
AT1G48600	train	0	0
AT1G48605	train	0	0
AT1G48610	train	0	0
AT1G48620	train	0	0
AT1G48630	train	0	0
AT1G48635	train	0	0
AT1G48640	train	0	0
AT1G48650	train	0	0
AT1G48660	train	0	0
AT1G48670	train	0	0
AT1G48690	train	0	0
AT1G48700	test	0	0
AT1G48720	test	0	0
AT1G48730	train	0	0
AT1G48740	train	0	0
AT1G48745	train	0	0
AT1G48750	train	0	0
AT1G48760	train	0	0
AT1G48770	train	0	0
AT1G48780	train	0	0
AT1G48790	test	0	0
AT1G48800	train	0	0
AT1G48820	train	0	0
AT1G48830	train	0	0
AT1G48840	train	0	0
AT1G48850	train	0	0
AT1G48860	train	0	0
AT1G48870	train	0	0
AT1G48880	train	0	0
AT1G48900	train	0	0
AT1G48910	train	0	0
AT1G48912	test	0	0
AT1G48920	test	0	0
AT1G48930	train	0	0
AT1G48940	train	0	0
AT1G48950	train	0	0
AT1G48953	train	0	0
AT1G48960	train	0	0
AT1G48970	train	0	0
AT1G48980	train	1	0
AT1G48990	train	0	0
AT1G49000	train	0	0
AT1G49005	validation	0	0
AT1G49010	train	0	0
AT1G49015	train	0	0
AT1G49030	train	0	0
AT1G49032	train	0	0
AT1G49040	train	0	0
AT1G49050	train	0	0
AT1G49100	train	0	0
AT1G49110	validation	0	0
AT1G49120	train	0	0
AT1G49130	train	1	0
AT1G49140	train	0	0
AT1G49150	train	0	0
AT1G49160	train	0	0
AT1G49170	train	0	0
AT1G49180	train	0	0
AT1G49190	train	0	0
AT1G49200	train	0	0
AT1G49210	train	0	0
AT1G49220	test	0	0
AT1G49230	train	0	0
AT1G49240	train	0	0
AT1G49245	train	0	0
AT1G49250	train	0	0
AT1G49260	train	0	0
AT1G49270	validation	0	0
AT1G49290	train	0	0
AT1G49300	train	0	0
AT1G49310	train	0	0
AT1G49320	test	0	0
AT1G49330	train	0	0
AT1G49340	train	0	0
AT1G49350	test	0	0
AT1G49360	train	0	0
AT1G49380	train	0	0
AT1G49390	train	0	0
AT1G49400	test	0	0
AT1G49405	train	0	0
AT1G49410	train	0	0
AT1G49420	train	0	0
AT1G49430	train	0	0
AT1G49435	train	0	0
AT1G49450	train	0	0
AT1G49470	train	0	0
AT1G49475	train	0	0
AT1G49480	test	0	0
AT1G49490	train	0	0
AT1G49500	train	0	0
AT1G49510	validation	0	0
AT1G49520	train	0	0
AT1G49530	validation	0	0
AT1G49540	train	1	0
AT1G49560	train	0	0
AT1G49570	train	0	0
AT1G49580	train	0	0
AT1G49590	train	0	0
AT1G49600	train	0	0
AT1G49610	train	0	0
AT1G49620	test	0	0
AT1G49630	train	0	0
AT1G49640	train	0	0
AT1G49650	train	0	0
AT1G49660	validation	0	0
AT1G49670	train	0	0
AT1G49680	validation	0	0
AT1G49700	train	0	0
AT1G49710	validation	0	0
AT1G49715	test	0	0
AT1G49720	train	0	0
AT1G49730	train	0	0
AT1G49740	train	0	0
AT1G49750	test	0	0
AT1G49760	train	0	0
AT1G49770	train	0	0
AT1G49780	train	0	0
AT1G49790	train	0	0
AT1G49800	train	0	0
AT1G49810	train	0	0
AT1G49820	train	0	0
AT1G49830	train	0	0
AT1G49840	validation	0	0
AT1G49850	train	0	0
AT1G49860	train	0	0
AT1G49870	train	0	0
AT1G49880	train	0	0
AT1G49890	train	0	0
AT1G49900	train	0	0
AT1G49910	train	0	0
AT1G49920	test	0	0
AT1G49930	train	0	0
AT1G49938	validation	0	0
AT1G49940	train	0	0
AT1G49950	train	0	0
AT1G49960	train	0	0
AT1G49970	test	0	0
AT1G49975	train	0	0
AT1G49980	train	0	0
AT1G49990	train	0	0
AT1G50000	train	0	0
AT1G50010	validation	0	0
AT1G50020	train	0	0
AT1G50030	train	0	0
AT1G50040	train	0	0
AT1G50050	validation	0	0
AT1G50060	train	0	0
AT1G50080	train	0	0
AT1G50090	train	0	0
AT1G50110	test	0	0
AT1G50120	train	0	0
AT1G50140	train	0	0
AT1G50160	train	0	0
AT1G50170	train	0	0
AT1G50180	train	0	0
AT1G50190	train	0	0
AT1G50200	train	0	0
AT1G50220	test	0	0
AT1G50240	train	0	0
AT1G50250	train	0	0
AT1G50260	train	0	0
AT1G50270	train	0	0
AT1G50280	train	0	0
AT1G50290	train	0	0
AT1G50300	train	0	0
AT1G50310	train	0	0
AT1G50320	train	0	0
AT1G50325	train	0	0
AT1G50340	train	0	0
AT1G50350	train	0	0
AT1G50360	train	0	0
AT1G50370	test	0	0
AT1G50380	train	0	0
AT1G50390	train	0	0
AT1G50400	train	0	0
AT1G50410	test	0	0
AT1G50420	train	0	0
AT1G50430	train	1	1
AT1G50440	train	0	0
AT1G50450	train	0	0
AT1G50460	test	0	0
AT1G50470	train	0	0
AT1G50480	validation	0	0
AT1G50490	validation	0	0
AT1G50500	train	0	0
AT1G50510	train	0	0
AT1G50520	train	0	0
AT1G50530	train	0	0
AT1G50560	train	0	0
AT1G50570	train	0	0
AT1G50575	train	0	0
AT1G50580	train	0	0
AT1G50590	train	0	0
AT1G50600	train	0	0
AT1G50603	train	0	0
AT1G50610	train	0	0
AT1G50620	train	0	0
AT1G50630	train	0	0
AT1G50640	test	0	0
AT1G50650	train	0	0
AT1G50660	train	0	0
AT1G50670	train	0	0
AT1G50680	test	0	0
AT1G50690	train	0	0
AT1G50691	train	0	0
AT1G50700	train	0	0
AT1G50710	train	0	0
AT1G50720	train	0	0
AT1G50730	train	0	0
AT1G50732	train	0	0
AT1G50740	train	0	0
AT1G50750	train	0	0
AT1G50760	validation	0	0
AT1G50770	train	0	0
AT1G50780	train	0	0
AT1G50790	train	0	0
AT1G50800	train	0	0
AT1G50820	train	0	0
AT1G50830	train	0	0
AT1G50840	train	0	0
AT1G50870	validation	0	0
AT1G50880	train	0	0
AT1G50890	train	0	0
AT1G50900	validation	0	0
AT1G50910	test	0	0
AT1G50920	validation	0	0
AT1G50930	test	0	0
AT1G50940	train	0	0
AT1G50950	train	0	0
AT1G50954	train	0	0
AT1G50960	train	0	0
AT1G50970	validation	0	0
AT1G50980	train	0	0
AT1G50990	test	0	0
AT1G51000	validation	0	0
AT1G51010	train	0	0
AT1G51020	train	0	0
AT1G51030	test	0	0
AT1G51035	train	0	0
AT1G51040	train	0	0
AT1G51055	train	0	0
AT1G51060	train	0	0
AT1G51070	train	1	0
AT1G51080	train	0	0
AT1G51090	test	0	0
AT1G51100	train	0	0
AT1G51110	train	0	0
AT1G51120	train	0	0
AT1G51130	train	0	0
AT1G51140	train	0	0
AT1G51150	train	0	0
AT1G51160	train	0	0
AT1G51170	train	0	0
AT1G51172	train	0	0
AT1G51190	train	0	0
AT1G51200	train	0	0
AT1G51210	validation	0	0
AT1G51220	train	0	0
AT1G51230	validation	0	0
AT1G51240	train	0	0
AT1G51250	train	0	0
AT1G51260	validation	0	0
AT1G51270	train	0	0
AT1G51290	test	0	0
AT1G51300	train	0	0
AT1G51310	train	0	0
AT1G51320	train	0	0
AT1G51330	train	0	0
AT1G51340	train	0	0
AT1G51350	train	0	0
AT1G51355	train	0	0
AT1G51360	train	0	0
AT1G51370	train	0	0
AT1G51380	test	0	0
AT1G51390	train	0	0
AT1G51400	train	0	0
AT1G51402	train	0	0
AT1G51405	train	0	0
AT1G51410	train	0	0
AT1G51420	test	0	0
AT1G51430	train	0	0
AT1G51440	train	0	0
AT1G51450	train	0	0
AT1G51460	train	0	0
AT1G51470	train	0	0
AT1G51480	train	0	0
AT1G51490	validation	0	0
AT1G51500	train	0	0
AT1G51510	test	0	0
AT1G51520	train	0	0
AT1G51530	train	0	0
AT1G51538	validation	0	0
AT1G51540	train	0	0
AT1G51550	train	0	0
AT1G51560	train	0	0
AT1G51570	train	0	0
AT1G51580	test	0	0
AT1G51590	train	0	0
AT1G51600	train	0	0
AT1G51610	train	0	0
AT1G51620	train	0	0
AT1G51630	train	0	0
AT1G51640	train	0	0
AT1G51650	train	0	0
AT1G51660	validation	0	0
AT1G51670	test	0	0
AT1G51680	train	0	0
AT1G51690	train	1	0
AT1G51700	train	0	0
AT1G51710	train	1	1
AT1G51720	train	0	0
AT1G51730	test	0	0
AT1G51740	test	0	0
AT1G51745	train	0	0
AT1G51760	test	0	0
AT1G51770	train	0	0
AT1G51780	test	0	0
AT1G51790	train	0	0
AT1G51800	train	0	0
AT1G51805	train	1	0
AT1G51810	train	0	0
AT1G51820	validation	0	0
AT1G51823	test	0	0
AT1G51830	train	0	0
AT1G51840	train	0	0
AT1G51850	train	0	0
AT1G51860	test	0	0
AT1G51870	train	0	0
AT1G51880	train	0	0
AT1G51890	train	0	0
AT1G51900	train	0	0
AT1G51910	train	0	0
AT1G51913	train	0	0
AT1G51915	train	0	0
AT1G51920	validation	0	0
AT1G51930	train	0	0
AT1G51940	train	0	0
AT1G51950	train	0	0
AT1G51960	train	0	0
AT1G51965	train	0	0
AT1G51970	train	0	0
AT1G51980	train	0	0
AT1G51990	validation	0	0
AT1G52000	train	0	0
AT1G52030	test	0	0
AT1G52040	train	0	0
AT1G52050	validation	0	0
AT1G52060	train	0	0
AT1G52070	train	0	0
AT1G52080	train	0	0
AT1G52100	train	0	0
AT1G52110	train	0	0
AT1G52120	train	0	0
AT1G52130	train	0	0
AT1G52140	train	0	0
AT1G52150	train	0	0
AT1G52155	train	0	0
AT1G52160	train	0	0
AT1G52180	train	0	0
AT1G52190	test	0	0
AT1G52191	train	0	0
AT1G52200	train	0	0
AT1G52220	train	0	0
AT1G52230	validation	0	0
AT1G52240	train	0	0
AT1G52260	train	0	0
AT1G52270	train	0	0
AT1G52280	train	0	0
AT1G52290	train	0	0
AT1G52300	train	0	0
AT1G52310	validation	0	0
AT1G52315	train	0	0
AT1G52320	test	0	0
AT1G52325	train	0	0
AT1G52330	train	0	0
AT1G52340	train	0	0
AT1G52342	test	0	0
AT1G52343	test	0	0
AT1G52360	train	0	0
AT1G52370	train	0	0
AT1G52380	train	0	0
AT1G52390	train	0	0
AT1G52400	train	0	0
AT1G52410	train	0	0
AT1G52415	not_in_db	0	0
AT1G52420	train	0	0
AT1G52430	train	0	0
AT1G52440	train	0	0
AT1G52450	train	0	0
AT1G52460	train	0	0
AT1G52470	train	0	0
AT1G52490	validation	0	0
AT1G52500	train	1	0
AT1G52510	train	1	1
AT1G52520	train	0	0
AT1G52530	train	0	0
AT1G52540	train	0	0
AT1G52550	train	0	0
AT1G52560	train	0	0
AT1G52565	test	0	0
AT1G52570	train	0	0
AT1G52580	train	0	0
AT1G52590	train	0	0
AT1G52600	train	0	0
AT1G52618	validation	0	0
AT1G52620	train	0	0
AT1G52630	train	1	0
AT1G52640	train	0	0
AT1G52650	validation	0	0
AT1G52660	train	0	0
AT1G52670	train	0	0
AT1G52680	test	0	0
AT1G52690	train	1	0
AT1G52695	train	0	0
AT1G52700	validation	0	0
AT1G52710	train	0	0
AT1G52720	train	0	0
AT1G52730	train	0	0
AT1G52740	train	0	0
AT1G52750	test	0	0
AT1G52760	train	0	0
AT1G52770	train	0	0
AT1G52780	train	0	0
AT1G52790	test	0	0
AT1G52800	train	0	0
AT1G52810	train	0	0
AT1G52820	test	0	0
AT1G52825	train	0	0
AT1G52827	train	0	0
AT1G52830	train	0	0
AT1G52855	train	0	0
AT1G52857	train	0	0
AT1G52870	train	0	0
AT1G52880	train	0	0
AT1G52890	validation	0	0
AT1G52900	train	0	0
AT1G52905	train	0	0
AT1G52910	train	0	0
AT1G52920	train	0	0
AT1G52930	test	0	0
AT1G52940	train	0	0
AT1G52950	train	0	0
AT1G52970	train	0	0
AT1G52980	validation	0	0
AT1G52990	train	0	0
AT1G53000	train	0	0
AT1G53010	train	0	0
AT1G53023	train	0	0
AT1G53025	test	0	0
AT1G53030	train	0	0
AT1G53035	train	0	0
AT1G53039	train	0	0
AT1G53040	train	1	0
AT1G53050	test	0	0
AT1G53060	test	0	0
AT1G53070	test	0	0
AT1G53080	test	0	0
AT1G53090	train	1	0
AT1G53100	test	0	0
AT1G53110	test	0	0
AT1G53120	train	0	0
AT1G53130	test	0	0
AT1G53140	train	0	0
AT1G53160	train	0	0
AT1G53163	train	0	0
AT1G53165	train	0	0
AT1G53170	train	0	0
AT1G53180	train	0	0
AT1G53190	train	0	0
AT1G53200	train	0	0
AT1G53210	train	0	0
AT1G53230	train	0	0
AT1G53240	train	0	0
AT1G53250	train	0	0
AT1G53260	train	0	0
AT1G53265	validation	0	0
AT1G53270	test	0	0
AT1G53280	train	0	0
AT1G53282	train	0	0
AT1G53285	train	0	0
AT1G53290	test	0	0
AT1G53300	train	0	0
AT1G53310	train	0	0
AT1G53320	train	0	0
AT1G53325	train	0	0
AT1G53330	validation	0	0
AT1G53340	train	0	0
AT1G53345	train	0	0
AT1G53350	train	0	0
AT1G53360	train	0	0
AT1G53366	train	0	0
AT1G53370	train	0	0
AT1G53380	train	0	0
AT1G53390	train	0	0
AT1G53400	train	0	0
AT1G53420	train	0	0
AT1G53430	train	0	0
AT1G53440	train	0	0
AT1G53450	train	0	0
AT1G53460	train	0	0
AT1G53470	train	0	0
AT1G53480	train	0	0
AT1G53490	train	0	0
AT1G53500	train	0	0
AT1G53510	train	0	0
AT1G53520	train	0	0
AT1G53530	train	0	0
AT1G53540	train	0	0
AT1G53541	validation	0	0
AT1G53542	train	0	0
AT1G53543	test	0	0
AT1G53550	train	0	0
AT1G53560	train	0	0
AT1G53570	train	1	0
AT1G53580	train	0	0
AT1G53590	train	0	0
AT1G53600	validation	0	0
AT1G53610	train	0	0
AT1G53620	train	0	0
AT1G53625	train	0	0
AT1G53633	train	0	0
AT1G53635	train	0	0
AT1G53640	train	0	0
AT1G53645	train	0	0
AT1G53650	train	0	0
AT1G53660	validation	0	0
AT1G53670	train	0	0
AT1G53680	train	0	0
AT1G53690	train	0	0
AT1G53700	test	0	0
AT1G53705	validation	0	0
AT1G53708	train	0	0
AT1G53710	train	0	0
AT1G53720	validation	0	0
AT1G53730	train	0	0
AT1G53750	train	0	0
AT1G53760	train	0	0
AT1G53770	train	0	0
AT1G53780	train	0	0
AT1G53785	train	0	0
AT1G53790	train	0	0
AT1G53800	train	0	0
AT1G53815	train	0	0
AT1G53820	train	0	0
AT1G53830	train	0	0
AT1G53840	train	0	0
AT1G53850	train	0	0
AT1G53860	train	0	0
AT1G53870	train	0	0
AT1G53880	train	0	0
AT1G53885	test	0	0
AT1G53887	train	0	0
AT1G53890	train	0	0
AT1G53900	validation	0	0
AT1G53903	validation	0	0
AT1G53910	train	0	0
AT1G53920	train	0	0
AT1G53930	test	0	0
AT1G53935	train	0	0
AT1G53940	test	0	0
AT1G53950	test	0	0
AT1G53970	train	0	0
AT1G53980	train	0	0
AT1G53990	train	0	0
AT1G54000	train	0	0
AT1G54010	test	0	0
AT1G54020	train	1	1
AT1G54030	train	0	0
AT1G54040	train	0	0
AT1G54050	train	0	0
AT1G54060	train	0	0
AT1G54070	train	0	0
AT1G54080	train	1	0
AT1G54090	test	0	0
AT1G54095	train	0	0
AT1G54100	train	0	0
AT1G54110	train	0	0
AT1G54115	train	0	0
AT1G54120	train	0	0
AT1G54130	validation	0	0
AT1G54140	validation	0	0
AT1G54150	train	0	0
AT1G54160	train	0	0
AT1G54170	train	0	0
AT1G54180	train	0	0
AT1G54200	validation	0	0
AT1G54210	train	0	0
AT1G54215	train	0	0
AT1G54217	train	0	0
AT1G54220	train	0	0
AT1G54230	train	0	0
AT1G54240	train	0	0
AT1G54250	train	0	0
AT1G54260	test	0	0
AT1G54270	train	0	0
AT1G54280	train	0	0
AT1G54290	test	0	0
AT1G54300	train	0	0
AT1G54310	train	0	0
AT1G54320	train	0	0
AT1G54330	train	0	0
AT1G54340	train	0	0
AT1G54350	test	0	0
AT1G54360	not_in_db	0	0
AT1G54370	train	0	0
AT1G54380	train	0	0
AT1G54385	train	0	0
AT1G54390	train	0	0
AT1G54400	train	0	0
AT1G54410	train	0	0
AT1G54420	train	0	0
AT1G54440	train	0	0
AT1G54445	train	0	0
AT1G54450	train	0	0
AT1G54460	test	0	0
AT1G54470	train	1	0
AT1G54490	train	0	0
AT1G54500	train	0	0
AT1G54510	train	0	0
AT1G54520	train	0	0
AT1G54530	test	0	0
AT1G54540	train	0	0
AT1G54550	test	0	0
AT1G54560	test	0	0
AT1G54570	train	0	0
AT1G54575	train	0	0
AT1G54580	train	0	0
AT1G54590	validation	0	0
AT1G54610	train	0	0
AT1G54620	train	0	0
AT1G54630	train	1	1
AT1G54640	validation	0	0
AT1G54650	validation	1	0
AT1G54680	train	0	0
AT1G54690	train	0	0
AT1G54700	validation	0	0
AT1G54710	train	0	0
AT1G54720	train	0	0
AT1G54730	train	0	0
AT1G54740	train	0	0
AT1G54760	validation	0	0
AT1G54770	train	0	0
AT1G54775	train	0	0
AT1G54780	train	0	0
AT1G54790	train	0	0
AT1G54820	test	0	0
AT1G54830	validation	0	0
AT1G54840	train	0	0
AT1G54850	train	0	0
AT1G54860	train	0	0
AT1G54870	train	0	0
AT1G54880	test	0	0
AT1G54890	train	0	0
AT1G54920	train	0	0
AT1G54930	train	0	0
AT1G54940	test	0	0
AT1G54950	validation	0	0
AT1G54960	train	0	0
AT1G54970	test	0	0
AT1G54980	train	0	0
AT1G54990	train	0	0
AT1G55000	train	1	0
AT1G55010	train	0	0
AT1G55020	train	0	0
AT1G55030	train	0	0
AT1G55040	train	0	0
AT1G55045	train	0	0
AT1G55050	train	0	0
AT1G55060	train	0	0
AT1G55070	test	0	0
AT1G55080	train	0	0
AT1G55090	train	0	0
AT1G55110	validation	0	0
AT1G55120	train	0	0
AT1G55130	train	0	0
AT1G55140	train	0	0
AT1G55150	train	0	0
AT1G55152	validation	0	0
AT1G55160	train	0	0
AT1G55170	train	0	0
AT1G55175	train	0	0
AT1G55180	train	0	0
AT1G55190	test	0	0
AT1G55200	train	0	0
AT1G55205	train	1	0
AT1G55207	train	0	0
AT1G55210	train	0	0
AT1G55220	train	0	0
AT1G55230	train	0	0
AT1G55240	train	0	0
AT1G55250	validation	0	0
AT1G55260	train	1	0
AT1G55265	train	0	0
AT1G55270	test	0	0
AT1G55280	test	0	0
AT1G55290	train	0	0
AT1G55300	train	0	0
AT1G55310	train	1	0
AT1G55320	train	0	0
AT1G55325	train	0	0
AT1G55330	validation	0	0
AT1G55340	train	0	0
AT1G55350	train	0	0
AT1G55360	train	0	0
AT1G55365	train	0	0
AT1G55370	test	1	0
AT1G55380	validation	0	0
AT1G55390	train	0	0
AT1G55420	train	0	0
AT1G55430	train	0	0
AT1G55440	train	0	0
AT1G55450	train	1	0
AT1G55460	validation	0	0
AT1G55475	test	0	0
AT1G55480	train	0	0
AT1G55490	train	0	0
AT1G55500	train	0	0
AT1G55510	validation	0	0
AT1G55520	train	0	0
AT1G55530	train	0	0
AT1G55535	train	0	0
AT1G55540	train	0	0
AT1G55546	train	0	0
AT1G55550	test	0	0
AT1G55560	train	0	0
AT1G55570	train	0	0
AT1G55580	validation	0	0
AT1G55590	test	0	0
AT1G55600	train	0	0
AT1G55610	train	0	0
AT1G55615	train	0	0
AT1G55620	train	0	0
AT1G55630	train	0	0
AT1G55640	train	0	0
AT1G55650	validation	0	0
AT1G55660	train	0	0
AT1G55670	validation	0	0
AT1G55675	test	0	0
AT1G55680	test	0	0
AT1G55690	train	0	0
AT1G55700	train	0	0
AT1G55710	train	0	0
AT1G55720	test	0	0
AT1G55730	train	0	0
AT1G55740	test	0	0
AT1G55750	train	0	0
AT1G55760	train	0	0
AT1G55770	test	0	0
AT1G55790	train	1	0
AT1G55800	train	0	0
AT1G55805	train	0	0
AT1G55810	train	0	0
AT1G55820	train	0	0
AT1G55830	train	0	0
AT1G55840	train	0	0
AT1G55850	train	0	0
AT1G55860	train	3	0
AT1G55870	train	0	0
AT1G55880	train	0	0
AT1G55890	train	0	0
AT1G55900	train	1	0
AT1G55910	train	0	0
AT1G55915	train	0	0
AT1G55920	train	0	0
AT1G55928	train	0	0
AT1G55930	train	0	0
AT1G55940	train	0	0
AT1G55950	train	0	0
AT1G55960	train	0	0
AT1G55970	test	0	0
AT1G55980	train	0	0
AT1G55990	train	0	0
AT1G56000	train	0	0
AT1G56010	train	0	0
AT1G56020	test	0	0
AT1G56030	train	0	0
AT1G56040	test	0	0
AT1G56045	train	0	0
AT1G56050	train	0	0
AT1G56060	train	0	0
AT1G56070	test	0	0
AT1G56080	test	0	0
AT1G56085	train	0	0
AT1G56090	train	0	0
AT1G56100	train	0	0
AT1G56110	test	0	0
AT1G56120	train	0	0
AT1G56130	train	0	0
AT1G56140	train	0	0
AT1G56145	train	1	0
AT1G56150	train	0	0
AT1G56160	train	0	0
AT1G56170	train	0	0
AT1G56180	train	0	0
AT1G56190	train	0	0
AT1G56200	train	0	0
AT1G56210	train	0	0
AT1G56220	train	0	0
AT1G56230	train	1	0
AT1G56233	train	0	0
AT1G56240	train	0	0
AT1G56250	train	0	0
AT1G56260	train	0	0
AT1G56270	validation	0	0
AT1G56280	train	0	0
AT1G56290	train	0	0
AT1G56300	train	0	0
AT1G56310	train	0	0
AT1G56320	train	0	0
AT1G56330	train	0	0
AT1G56340	train	0	0
AT1G56345	test	0	0
AT1G56350	train	0	0
AT1G56360	validation	0	0
AT1G56380	train	0	0
AT1G56385	validation	0	0
AT1G56400	train	0	0
AT1G56410	test	0	0
AT1G56415	train	0	0
AT1G56418	train	0	0
AT1G56420	test	0	0
AT1G56423	test	0	0
AT1G56430	train	0	0
AT1G56440	train	0	0
AT1G56450	train	0	0
AT1G56460	train	0	0
AT1G56500	validation	0	0
AT1G56510	test	0	0
AT1G56520	validation	0	0
AT1G56530	test	0	0
AT1G56540	train	0	0
AT1G56550	train	0	0
AT1G56553	test	0	0
AT1G56555	train	0	0
AT1G56560	train	0	0
AT1G56570	train	0	0
AT1G56580	train	0	0
AT1G56590	validation	0	0
AT1G56600	train	0	0
AT1G56610	train	1	0
AT1G56620	train	0	0
AT1G56630	test	0	0
AT1G56650	train	0	0
AT1G56660	train	0	0
AT1G56670	train	0	0
AT1G56680	train	0	0
AT1G56690	train	0	0
AT1G56700	train	0	0
AT1G56710	train	0	0
AT1G56720	train	0	0
AT1G57540	train	0	0
AT1G57550	train	0	0
AT1G57560	train	0	0
AT1G57565	train	0	0
AT1G57570	validation	0	0
AT1G57580	train	0	0
AT1G57590	train	0	0
AT1G57600	train	0	0
AT1G57610	train	0	0
AT1G57613	train	0	0
AT1G57620	test	0	0
AT1G57630	train	0	0
AT1G57650	train	0	0
AT1G57660	train	0	0
AT1G57670	train	0	0
AT1G57680	train	0	0
AT1G57690	train	0	0
AT1G57700	train	0	0
AT1G57720	train	0	0
AT1G57730	train	0	0
AT1G57750	validation	0	0
AT1G57760	train	0	0
AT1G57765	train	0	0
AT1G57770	train	0	0
AT1G57775	train	0	0
AT1G57777	test	0	0
AT1G57780	validation	0	0
AT1G57790	train	0	0
AT1G57800	train	0	0
AT1G57820	train	1	0
AT1G57830	train	0	0
AT1G57850	train	0	0
AT1G57860	test	0	0
AT1G57870	train	0	0
AT1G57906	train	0	0
AT1G57943	train	0	0
AT1G57980	train	0	0
AT1G57990	train	0	0
AT1G58007	train	0	0
AT1G58025	train	0	0
AT1G58030	train	0	0
AT1G58037	train	0	0
AT1G58050	test	0	0
AT1G58055	train	0	0
AT1G58060	train	0	0
AT1G58070	train	0	0
AT1G58080	train	0	0
AT1G58090	train	0	0
AT1G58100	train	1	0
AT1G58110	train	0	0
AT1G58120	train	0	0
AT1G58122	train	0	0
AT1G58150	train	0	0
AT1G58160	train	0	0
AT1G58170	train	0	0
AT1G58180	train	0	0
AT1G58190	train	0	0
AT1G58200	train	0	0
AT1G58210	train	0	0
AT1G58220	test	0	0
AT1G58225	train	0	0
AT1G58230	train	0	0
AT1G58235	train	0	0
AT1G58242	train	0	0
AT1G58245	train	0	0
AT1G58248	test	0	0
AT1G58250	train	0	0
AT1G58260	test	0	0
AT1G58265	train	0	0
AT1G58270	train	0	0
AT1G58280	train	1	0
AT1G58290	train	0	0
AT1G58300	train	0	0
AT1G58310	train	0	0
AT1G58320	train	0	0
AT1G58330	validation	0	0
AT1G58340	train	0	0
AT1G58350	train	0	0
AT1G58360	train	0	0
AT1G58370	train	0	0
AT1G58380	train	0	0
AT1G58390	train	0	0
AT1G58400	train	0	0
AT1G58410	train	0	0
AT1G58420	train	0	0
AT1G58430	train	0	0
AT1G58440	train	0	0
AT1G58450	train	0	0
AT1G58460	validation	0	0
AT1G58470	train	0	0
AT1G58520	validation	1	0
AT1G58602	train	0	0
AT1G58643	validation	0	0
AT1G58684	train	0	0
AT1G58725	test	0	0
AT1G58766	train	0	0
AT1G58807	train	1	0
AT1G58848	train	0	0
AT1G58936	train	0	0
AT1G58983	validation	0	0
AT1G59030	train	0	0
AT1G59077	test	0	0
AT1G59124	test	0	0
AT1G59171	train	0	0
AT1G59218	train	0	0
AT1G59312	train	0	0
AT1G59359	train	0	0
AT1G59406	train	0	0
AT1G59453	train	0	0
AT1G59500	train	0	0
AT1G59510	train	0	0
AT1G59520	train	0	0
AT1G59530	train	0	0
AT1G59535	train	0	0
AT1G59540	train	0	0
AT1G59550	train	0	0
AT1G59560	test	0	0
AT1G59580	train	0	0
AT1G59590	train	0	0
AT1G59600	train	0	0
AT1G59610	train	0	0
AT1G59620	train	0	0
AT1G59630	validation	0	0
AT1G59640	train	0	0
AT1G59650	train	0	0
AT1G59660	train	0	0
AT1G59670	train	0	0
AT1G59675	train	0	0
AT1G59680	validation	0	0
AT1G59690	train	0	0
AT1G59700	validation	0	0
AT1G59710	validation	0	0
AT1G59720	validation	0	0
AT1G59722	train	0	0
AT1G59725	train	0	0
AT1G59730	train	0	0
AT1G59740	train	0	0
AT1G59750	train	1	0
AT1G59760	train	0	0
AT1G59780	train	0	0
AT1G59790	train	0	0
AT1G59800	validation	0	0
AT1G59810	test	0	0
AT1G59820	train	0	0
AT1G59830	train	0	0
AT1G59833	test	0	0
AT1G59835	train	0	0
AT1G59840	train	0	0
AT1G59850	test	0	0
AT1G59860	train	0	0
AT1G59865	train	0	0
AT1G59870	train	0	0
AT1G59885	train	0	0
AT1G59890	train	0	0
AT1G59900	train	0	0
AT1G59910	train	0	0
AT1G59920	train	0	0
AT1G59930	train	0	0
AT1G59940	train	0	0
AT1G59950	train	0	0
AT1G59960	train	0	0
AT1G59970	train	0	0
AT1G59980	train	0	0
AT1G59990	train	0	0
